1000 100000	
102	159	7
287	523	21
596	278	32
568	947	34
527	126	37
368	634	49
562	830	14
368	417	32
962	835	28
88	512	14
876	925	41
382	847	13
996	268	15
227	481	32
835	726	15
677	353	39
671	335	27
589	948	30
29	490	9
478	870	42
654	697	12
195	924	5
613	326	15
520	10	40
929	818	42
247	467	20
713	936	21
339	743	39
369	251	41
926	328	42
87	863	10
658	587	42
877	313	23
780	120	15
890	684	4
619	508	27
696	929	6
247	577	49
264	804	21
308	152	27
783	612	26
116	24	22
256	501	34
981	779	1
676	580	28
492	74	9
21	747	3
731	708	26
302	570	50
527	151	40
924	21	48
451	53	42
964	638	45
891	972	7
677	789	49
45	13	48
208	844	25
735	802	44
941	123	24
299	278	46
154	916	38
424	630	33
355	323	30
150	346	50
904	64	39
736	544	46
708	309	18
526	12	5
427	645	45
768	627	19
346	510	18
971	625	3
396	403	46
848	950	36
61	13	23
900	657	20
767	949	36
620	985	40
707	543	2
132	510	1
927	289	16
701	347	8
736	261	39
213	577	25
345	595	11
355	368	2
678	192	33
20	453	40
37	120	38
746	974	13
945	155	10
537	830	18
367	950	34
773	359	16
935	736	26
2	559	14
747	539	3
471	536	2
222	828	37
174	895	31
618	368	5
488	858	22
223	49	35
929	607	9
603	839	10
592	62	5
854	477	29
84	674	14
177	314	13
419	45	27
932	739	3
388	691	17
224	216	35
14	21	31
567	330	11
529	842	12
284	263	20
250	953	49
947	652	31
893	601	33
352	209	1
921	114	47
82	332	31
838	120	14
254	508	49
234	808	11
9	206	22
641	451	32
469	680	46
796	747	7
749	186	32
12	385	22
904	787	8
647	848	11
911	193	4
137	157	9
940	945	11
922	602	34
562	368	29
612	671	18
38	668	16
900	124	2
921	573	6
414	732	44
368	170	12
272	565	50
623	306	6
217	838	37
203	585	3
995	768	42
959	285	17
897	622	5
198	88	50
784	414	15
792	484	11
485	911	30
412	5	40
535	602	8
68	654	31
760	341	17
251	65	21
302	273	39
446	56	8
435	734	34
647	690	48
712	871	38
262	574	17
78	563	12
489	920	14
300	612	48
195	781	13
561	618	32
108	506	33
678	522	34
694	805	49
917	985	29
118	312	32
631	427	21
337	989	50
80	403	35
706	209	28
593	965	36
834	368	37
108	156	21
471	478	31
894	317	35
506	80	39
573	538	41
127	155	16
69	566	22
95	670	17
236	429	2
66	332	43
531	794	41
576	880	10
395	712	33
701	299	44
317	856	48
975	236	6
611	849	41
417	995	5
913	236	21
481	542	14
264	84	35
348	702	41
639	91	41
25	877	34
231	862	24
505	985	47
784	518	7
138	277	5
503	489	36
83	63	5
591	640	30
961	755	48
142	217	22
206	591	6
201	277	17
51	1000	4
797	771	33
769	583	10
736	619	47
136	227	49
267	628	44
852	433	8
506	457	15
126	728	20
89	586	25
268	462	20
768	671	15
589	504	39
274	700	32
188	745	20
644	610	29
816	446	38
448	134	34
24	230	27
546	868	25
827	728	3
988	991	8
717	345	17
745	74	47
961	787	44
521	881	36
142	707	4
238	638	15
128	866	16
773	697	26
72	837	11
274	101	9
487	740	43
967	152	26
191	157	1
546	649	9
974	568	10
279	509	34
668	233	31
794	209	33
195	930	27
537	382	22
375	850	16
283	286	1
340	450	20
464	634	42
314	332	41
961	583	17
451	604	41
301	420	18
571	451	33
795	107	37
1	263	34
750	705	15
314	173	4
359	110	33
673	850	4
19	543	17
237	357	15
1000	727	15
267	701	30
611	296	41
686	542	42
45	563	33
15	859	17
723	409	3
509	370	18
121	960	35
259	181	21
322	704	5
357	783	35
24	13	27
537	844	20
79	215	2
400	918	19
776	870	45
978	832	21
527	384	13
794	226	29
25	523	26
874	353	18
103	318	18
118	587	21
367	563	45
742	410	27
559	389	26
105	593	42
875	860	28
814	861	45
982	650	38
398	844	18
740	681	44
431	918	8
112	371	42
668	72	13
351	974	7
433	270	11
629	118	38
506	691	39
212	368	31
737	473	31
110	328	3
847	544	46
771	94	17
29	947	8
898	383	34
278	155	12
952	575	46
978	104	47
332	632	8
550	470	5
609	207	44
165	256	13
47	852	37
758	196	7
670	415	41
498	316	21
295	716	9
822	719	25
968	508	27
274	353	7
935	95	45
158	619	22
790	774	30
960	199	21
731	326	38
914	594	34
338	401	37
507	138	32
347	857	18
120	34	50
771	320	18
395	47	25
82	806	4
24	515	10
80	207	37
574	589	21
410	567	11
565	1000	41
8	647	48
262	137	32
796	730	37
739	915	8
560	406	10
719	853	42
735	149	21
219	43	18
978	890	28
26	1000	47
274	708	34
621	326	9
67	534	12
74	698	46
177	456	41
488	942	49
117	341	27
372	888	26
64	926	32
387	56	15
708	959	37
660	785	45
165	662	29
223	760	48
337	487	32
335	233	34
64	90	28
684	411	4
51	998	31
671	682	31
34	771	19
503	692	11
968	305	23
168	48	25
247	793	49
289	441	42
944	693	31
63	367	20
528	544	21
878	294	8
414	260	24
634	788	11
760	242	37
280	955	1
641	941	50
640	192	22
677	906	46
143	45	32
905	872	8
874	219	17
79	632	25
456	935	49
133	167	35
74	951	9
83	781	48
834	52	16
811	822	32
92	819	32
174	194	12
731	951	19
778	630	18
569	815	20
323	215	10
417	163	16
57	660	48
609	226	9
166	264	36
498	709	4
6	477	48
268	149	14
575	903	32
187	195	47
715	905	28
799	180	12
723	914	25
441	517	14
919	456	42
612	508	16
517	115	49
456	951	38
288	693	36
317	290	49
747	576	42
701	723	41
873	342	2
77	564	17
263	482	32
504	507	48
294	652	18
923	42	6
48	946	27
715	604	6
220	136	34
599	214	10
198	450	48
931	842	15
919	826	32
851	757	47
666	894	36
816	107	35
200	230	46
233	197	47
725	933	41
708	722	9
691	322	29
127	699	37
340	175	44
433	330	47
92	112	32
391	699	12
32	264	33
149	525	40
569	934	12
788	683	30
363	848	35
225	902	43
808	745	30
122	145	16
923	702	34
816	772	5
241	546	8
228	504	47
330	650	36
718	472	20
254	91	17
491	69	4
881	163	13
314	97	7
924	322	20
539	263	12
827	717	42
334	602	27
976	774	48
878	29	10
234	860	12
660	939	3
696	782	36
10	558	12
707	165	40
559	719	36
644	747	26
398	189	21
618	721	18
913	437	8
755	849	18
592	155	23
862	1	5
598	696	4
221	240	50
570	835	44
89	901	21
292	551	3
125	645	30
644	92	25
564	679	32
317	262	43
964	132	41
67	882	35
523	812	28
851	807	17
31	789	1
672	707	43
707	952	36
647	163	34
307	296	21
672	775	19
189	286	3
170	845	38
620	633	21
877	352	13
341	611	14
373	818	38
892	808	45
180	904	43
546	276	30
281	391	14
622	317	50
903	957	37
532	616	13
572	679	35
918	538	40
17	726	5
601	435	5
355	894	22
681	939	45
516	682	24
500	383	32
142	635	25
246	381	49
478	338	21
393	949	33
883	643	50
147	783	47
872	174	33
59	126	13
471	59	39
891	925	50
652	878	38
800	5	9
262	741	25
280	632	35
522	200	12
103	454	5
897	191	44
823	445	45
587	511	33
518	78	3
250	634	44
98	15	1
988	861	34
400	301	41
174	999	34
402	765	17
642	728	25
133	468	15
707	475	44
155	560	43
161	808	4
53	127	38
678	819	24
458	568	49
818	166	19
625	68	10
892	256	32
243	834	40
481	109	13
457	206	49
501	786	35
511	715	21
245	318	32
437	555	44
511	800	6
789	130	12
95	71	32
484	497	36
119	188	46
289	396	50
325	239	13
787	121	37
802	216	29
55	243	9
845	98	25
980	911	48
604	348	32
435	743	41
39	521	42
917	750	37
159	979	16
814	79	12
645	426	38
232	375	38
412	664	37
403	433	23
538	764	24
207	224	17
169	582	3
410	232	12
381	199	39
567	517	27
853	583	19
955	36	4
773	810	31
46	656	30
382	399	26
63	202	13
451	276	20
153	686	34
871	570	6
744	593	24
191	15	40
988	632	29
871	681	43
110	239	45
76	881	1
495	663	25
243	706	43
912	799	18
107	859	28
548	163	21
294	744	47
975	114	44
429	470	33
160	454	15
51	169	47
209	932	16
373	938	25
607	549	26
690	561	1
732	215	12
226	891	38
805	963	33
279	387	41
994	383	45
146	305	19
496	255	45
492	699	46
276	243	14
739	498	4
89	699	34
1000	943	45
771	91	42
52	147	10
843	437	14
121	549	50
665	765	23
801	830	23
365	796	30
16	607	22
978	689	17
70	72	50
18	198	28
911	840	19
420	835	48
964	78	42
297	446	46
806	525	45
554	200	10
937	992	48
818	175	16
9	411	3
31	644	31
928	92	44
387	601	8
600	294	10
706	4	34
181	371	47
781	850	23
517	649	33
332	857	34
21	278	41
628	9	3
942	734	18
563	13	2
786	851	26
433	815	7
747	102	43
931	886	14
766	260	16
665	621	12
125	928	48
402	562	28
757	797	50
992	622	18
176	871	28
188	412	10
189	837	14
560	275	41
867	888	3
515	42	13
885	421	14
506	12	49
35	815	25
106	68	3
872	873	37
378	138	11
293	586	20
781	42	30
543	589	48
997	910	32
348	791	33
407	494	38
138	973	7
247	268	48
369	97	43
735	59	2
732	772	31
207	99	30
837	503	22
412	141	44
950	322	16
21	128	13
509	324	12
711	988	36
776	717	10
806	76	20
721	196	17
392	670	41
604	975	50
617	9	16
629	838	3
518	670	17
365	550	33
873	282	22
889	755	3
662	555	42
802	166	36
905	119	41
327	589	4
635	59	28
879	137	38
458	301	34
562	733	4
724	16	36
131	794	12
961	203	13
644	387	40
476	152	5
767	182	7
342	349	3
20	631	50
791	211	26
774	601	1
338	665	44
225	557	5
671	500	27
323	262	6
953	488	7
992	182	21
451	612	6
878	62	42
973	481	44
203	817	26
104	134	16
957	911	19
755	545	38
191	982	44
268	634	18
92	158	1
38	439	4
201	800	33
790	739	13
797	655	22
209	211	27
894	579	7
399	96	33
725	689	45
219	782	35
791	496	41
522	636	47
246	793	11
389	492	4
223	319	9
474	671	50
813	460	40
377	881	22
9	13	8
785	164	13
161	776	20
57	1	22
147	154	30
842	987	12
657	383	42
242	70	45
250	200	19
949	17	38
909	592	42
184	473	7
724	188	22
525	11	23
806	646	8
523	852	34
589	360	41
948	985	33
966	888	31
93	403	41
562	976	49
874	613	41
610	108	21
142	399	42
118	991	28
52	209	28
917	990	21
39	557	31
592	17	30
697	803	8
65	157	46
288	991	38
237	801	3
974	514	21
699	666	27
1	251	21
970	184	45
614	600	45
138	746	35
341	623	37
595	389	48
980	354	32
964	463	15
870	434	3
771	219	13
827	806	29
550	835	17
531	767	1
411	926	49
694	451	44
234	922	1
423	92	15
161	843	44
211	961	47
560	921	11
327	892	38
750	601	32
536	315	6
178	925	42
326	83	12
548	37	10
759	255	32
38	821	14
699	486	11
670	578	44
688	719	20
556	409	34
152	447	30
138	641	19
514	822	35
578	250	10
270	536	40
960	640	21
170	934	1
648	71	35
803	660	13
29	784	22
651	830	48
129	369	45
704	604	3
163	672	31
192	734	9
48	426	42
742	827	8
851	690	10
837	188	34
268	147	9
174	686	37
304	558	4
503	733	30
337	682	35
912	5	45
929	362	19
511	379	37
38	527	16
569	782	12
42	477	40
223	303	31
690	73	16
398	265	30
183	160	26
385	516	1
418	907	24
830	325	46
19	376	26
785	150	30
220	949	1
895	342	10
268	744	30
161	709	20
157	809	10
736	593	45
944	719	18
272	244	32
550	494	42
503	580	1
802	570	49
708	510	18
142	873	24
336	328	46
903	712	14
430	744	12
448	760	23
570	965	49
663	646	5
332	863	9
747	197	1
854	134	27
841	133	34
284	625	12
110	634	18
557	518	28
43	176	33
768	868	4
227	52	20
831	238	9
80	431	43
744	300	4
148	297	37
388	593	50
618	52	23
627	327	31
289	722	4
481	859	7
732	300	30
909	189	46
492	523	40
876	380	8
227	731	47
411	35	7
791	505	30
242	822	38
743	554	18
561	419	13
596	606	50
880	189	24
654	735	7
75	200	46
878	278	26
913	72	50
646	914	40
675	210	47
243	740	41
523	731	38
815	138	18
70	684	2
361	595	19
249	993	31
249	818	18
404	288	34
651	749	40
701	907	9
582	156	19
793	534	43
694	880	17
127	989	22
108	154	47
628	395	48
722	965	24
326	351	36
6	359	6
806	372	12
984	401	18
602	134	11
906	835	8
495	517	38
386	398	42
88	607	44
172	752	22
546	669	33
185	462	13
193	859	22
168	387	34
488	801	35
363	140	1
544	319	9
882	299	7
157	919	46
778	852	31
568	761	35
248	697	30
321	867	2
210	399	43
518	17	1
83	345	46
543	703	32
222	329	6
774	982	36
723	637	16
262	320	7
579	884	39
684	356	31
754	459	3
966	84	32
156	454	22
377	644	30
107	705	37
368	35	49
294	42	33
247	643	13
486	271	18
653	623	14
478	610	5
202	885	39
159	613	36
157	986	48
520	231	14
981	458	29
433	818	16
366	516	9
577	9	38
144	793	28
945	267	41
996	29	7
957	243	5
245	636	44
525	218	40
590	36	48
699	759	47
354	91	46
68	950	14
634	220	21
331	245	2
925	901	10
721	924	26
923	103	41
499	677	6
224	441	15
27	482	45
996	896	3
127	150	28
941	996	12
744	49	34
434	177	16
954	424	37
466	781	40
250	594	36
195	72	42
753	812	13
200	629	24
945	648	1
180	905	47
513	850	43
682	167	8
823	713	7
128	166	43
905	641	40
733	781	17
266	848	46
472	16	16
500	936	28
557	796	48
877	922	20
920	149	42
879	63	24
809	6	14
561	974	47
114	261	21
953	895	41
534	838	6
611	356	24
725	687	17
670	763	44
975	384	1
292	100	34
245	232	7
801	163	47
381	199	24
925	890	50
877	712	40
130	898	49
865	924	41
583	626	20
250	405	34
294	392	34
762	474	43
663	463	50
435	301	42
210	296	41
926	424	47
664	857	29
177	774	38
831	88	29
814	834	20
45	269	21
587	521	32
139	773	13
51	312	2
654	124	20
707	918	18
816	442	21
552	56	24
188	821	48
663	230	47
575	70	30
118	389	29
365	306	15
723	421	37
908	964	18
857	174	16
195	12	12
574	879	6
828	900	44
307	361	17
765	322	28
14	268	2
893	992	49
808	486	49
208	554	5
929	756	26
797	837	34
258	129	27
110	744	44
924	975	50
134	272	27
506	525	31
209	569	49
125	673	14
812	262	3
312	154	22
81	696	18
928	68	8
554	328	45
829	34	48
560	893	9
199	976	50
966	450	18
544	10	39
353	57	30
544	197	49
968	958	20
217	599	10
682	909	22
487	178	50
248	130	24
224	558	26
458	492	47
515	553	12
257	539	37
408	201	13
494	568	40
327	281	13
205	114	30
775	82	25
250	449	41
623	137	37
593	242	49
441	65	14
230	979	24
931	528	27
161	999	11
767	22	23
292	134	23
26	731	33
206	419	34
202	354	5
585	536	30
318	194	27
77	324	35
13	307	6
136	785	45
894	281	25
150	625	16
497	666	8
447	811	35
816	923	36
897	539	4
24	351	40
362	253	50
787	669	27
708	710	34
350	880	41
528	982	13
856	172	28
862	272	5
375	17	19
874	814	21
236	297	27
474	779	5
21	975	14
742	276	1
545	248	4
457	64	36
444	424	31
652	337	22
573	497	25
123	535	36
31	647	11
662	132	27
857	555	47
404	416	3
957	884	34
340	915	50
8	477	1
330	924	27
977	416	25
2	121	47
234	429	49
229	357	44
262	561	43
43	165	13
826	919	45
849	936	44
289	105	28
714	268	17
640	428	12
565	721	16
717	187	11
458	618	33
35	522	36
985	77	50
503	401	38
480	712	47
610	186	9
997	415	35
369	885	33
189	995	22
347	446	39
370	502	17
534	692	22
619	559	44
455	428	5
586	856	1
14	827	36
908	332	41
910	859	29
458	934	6
530	275	47
347	133	13
278	491	16
630	234	12
517	11	32
176	695	1
852	728	1
223	654	50
860	868	40
230	690	29
174	981	24
447	368	47
283	292	31
979	705	32
454	618	8
945	290	34
258	679	13
633	188	23
486	763	35
447	997	27
60	77	8
88	158	27
503	638	46
663	389	43
667	620	16
741	686	47
160	812	31
907	883	33
90	775	46
488	900	23
736	858	24
916	797	29
595	81	42
77	997	10
591	764	13
151	760	8
796	837	36
281	561	23
792	82	43
867	817	39
267	85	12
900	488	11
837	380	27
205	435	13
761	376	40
43	484	50
502	454	30
521	849	18
43	622	47
405	901	4
554	310	48
981	409	39
836	241	12
511	128	2
363	208	22
579	370	39
882	218	20
698	660	37
77	311	38
566	119	46
36	486	34
345	777	9
429	149	5
102	730	41
131	690	43
605	596	13
206	341	2
616	101	33
979	808	50
271	972	49
754	776	21
620	669	40
995	645	21
920	959	24
616	300	34
353	885	48
343	525	3
717	74	44
266	263	18
920	908	12
239	877	14
729	620	29
42	628	41
472	817	25
862	964	9
82	890	48
884	885	23
4	231	7
804	542	44
385	999	46
692	244	20
669	845	43
454	800	4
388	234	27
690	984	34
244	59	23
757	158	7
261	135	14
771	458	42
567	457	28
700	951	50
986	925	8
968	732	50
500	385	2
191	883	47
143	411	45
290	326	36
315	90	47
558	571	3
419	941	5
680	806	37
840	949	16
64	156	47
379	310	38
548	809	28
924	190	6
854	166	1
785	601	48
156	994	33
668	840	12
610	734	36
75	456	19
753	483	28
899	452	45
543	797	13
701	588	21
3	893	27
611	733	18
59	810	17
965	893	20
938	97	24
73	898	49
626	215	43
991	159	33
445	146	23
772	868	41
709	267	24
738	389	25
17	279	39
583	5	47
631	687	14
470	143	33
225	608	1
793	526	42
782	19	26
846	588	44
961	61	31
884	299	20
831	1	12
907	4	50
174	567	43
482	37	40
12	452	7
208	251	15
182	513	4
842	889	49
489	588	25
511	681	49
806	187	14
487	388	39
883	162	38
580	458	49
197	974	47
311	48	19
94	110	7
513	477	19
958	503	40
780	127	3
556	753	42
813	592	46
982	285	13
667	267	11
445	620	22
288	604	7
240	966	27
389	60	20
852	193	28
155	679	45
487	250	19
637	761	22
533	354	31
493	877	31
131	137	2
359	869	4
90	549	31
703	196	36
390	222	41
724	898	44
616	639	5
278	226	38
340	882	31
323	659	32
434	797	40
502	641	33
137	913	16
89	679	41
437	657	45
595	207	40
463	177	25
430	170	26
99	792	15
880	952	33
190	6	18
148	689	28
383	704	9
946	109	13
370	794	22
719	91	3
401	14	10
41	640	49
196	376	27
480	340	38
627	897	20
842	869	41
94	412	7
714	608	37
795	677	38
495	237	3
70	793	11
318	20	6
104	792	46
907	496	6
162	539	37
92	487	27
773	350	8
910	199	33
535	955	14
253	496	30
315	127	8
126	285	22
919	324	25
19	366	21
401	662	30
381	34	38
524	694	29
956	14	42
71	632	47
660	986	50
435	272	15
812	978	36
806	512	19
28	974	24
54	65	10
4	916	34
47	239	32
404	499	34
436	968	33
500	319	29
857	923	34
734	964	15
255	457	7
351	719	7
312	501	1
32	177	49
441	676	18
941	369	28
735	148	3
642	264	45
293	779	17
202	711	33
603	117	19
417	705	25
860	137	3
56	716	19
39	756	2
96	100	33
826	835	13
933	665	11
137	699	9
719	250	25
733	631	1
655	153	14
268	568	42
593	716	18
480	612	35
826	855	4
73	666	22
96	295	24
727	70	13
486	223	46
617	2	12
289	628	33
889	495	47
908	430	33
328	712	12
358	541	28
292	801	4
20	681	21
334	154	20
38	235	19
544	753	48
497	223	34
40	676	18
906	690	25
438	589	36
547	699	6
373	315	25
928	831	34
231	576	48
733	539	7
450	284	17
978	756	40
133	666	29
348	272	36
353	517	6
666	312	19
213	497	12
162	277	11
876	885	12
877	216	36
391	497	43
208	360	17
903	504	7
728	97	35
668	688	24
528	294	3
421	915	15
61	646	3
700	701	44
547	639	28
561	539	22
786	319	36
173	723	26
582	410	35
43	826	22
618	795	11
920	863	33
458	24	25
167	666	29
327	856	9
600	70	31
681	687	20
980	272	47
264	29	5
24	764	47
374	725	34
376	36	37
474	502	29
982	304	38
95	641	19
440	551	13
865	779	16
236	573	49
979	656	22
53	976	22
331	22	42
741	990	11
136	892	23
243	420	23
799	472	16
332	344	14
616	777	50
370	868	43
784	287	31
265	867	24
418	764	16
504	606	12
341	105	12
332	137	45
346	608	15
883	24	21
186	738	11
300	935	43
345	573	11
712	67	4
500	200	24
929	448	38
74	796	37
554	928	25
38	907	18
353	472	50
943	569	9
46	767	41
840	988	13
986	943	3
164	314	3
877	435	26
157	33	29
237	444	49
449	574	11
56	134	50
913	359	41
370	237	21
794	606	26
696	740	50
490	508	12
584	752	1
972	377	4
441	190	10
536	669	12
89	663	32
141	796	6
996	218	14
249	99	42
306	856	17
9	764	27
807	141	14
356	787	47
293	939	18
94	410	38
740	512	22
604	471	1
779	727	40
529	612	39
660	751	22
95	900	44
655	715	34
273	636	20
983	747	48
830	211	1
593	80	14
640	40	12
326	174	35
929	990	34
497	373	13
104	270	47
692	680	35
440	996	39
789	312	40
690	241	24
707	608	34
664	594	23
400	686	20
539	441	8
109	483	40
391	649	35
996	156	26
349	978	21
533	665	46
51	636	21
94	19	34
525	297	37
331	722	38
831	757	28
62	836	41
12	857	17
982	117	46
124	947	40
101	782	39
642	682	36
712	160	39
883	856	10
615	443	32
811	634	16
524	86	23
698	618	39
523	607	29
456	204	2
845	512	29
855	608	19
569	428	36
133	216	1
586	538	29
619	832	7
279	640	17
99	131	3
773	503	39
756	908	50
836	765	2
480	968	7
826	868	42
505	638	5
831	338	27
123	333	30
323	113	38
926	633	39
530	832	21
760	588	14
700	454	35
615	870	18
973	899	33
326	454	19
807	467	39
503	321	35
538	581	17
956	163	33
520	863	30
189	166	31
681	542	22
744	302	39
102	914	37
789	456	45
670	906	1
208	143	10
376	667	22
289	670	38
939	717	40
676	294	17
180	141	46
271	111	44
378	638	6
518	972	23
672	173	13
838	593	48
451	512	32
279	78	38
728	524	30
257	717	1
22	556	11
9	346	26
644	598	22
39	429	39
93	999	38
362	591	35
687	747	40
597	383	22
241	900	15
127	20	27
560	687	16
264	332	44
919	449	30
733	594	47
952	914	22
743	889	15
116	766	10
732	726	30
248	702	6
19	648	27
826	29	42
501	617	9
305	809	1
902	159	6
231	188	13
13	565	28
988	917	7
550	351	49
814	268	14
959	707	4
417	44	18
935	832	10
594	521	31
596	509	1
5	686	37
668	967	41
955	700	1
334	422	19
81	596	15
37	644	14
101	613	33
128	51	5
903	778	50
2	374	44
43	336	1
832	482	43
29	15	37
794	79	17
557	231	6
377	455	33
667	877	25
215	612	21
911	151	7
895	179	3
925	442	15
374	147	36
246	822	4
740	291	42
606	814	38
142	245	13
851	994	16
552	379	3
443	757	23
225	565	50
159	164	1
64	339	3
745	423	37
993	273	27
379	701	11
356	907	34
942	904	50
984	754	22
35	61	22
826	685	16
798	667	29
182	512	27
330	409	41
985	869	42
235	963	7
454	289	35
305	991	28
864	196	25
815	141	8
462	346	21
364	470	6
393	953	28
461	87	30
662	590	5
920	609	40
225	163	42
265	25	24
353	170	14
572	727	15
342	124	7
397	655	17
952	169	10
405	606	13
786	468	19
794	168	32
106	424	20
984	638	7
502	468	4
841	456	36
879	22	2
461	275	31
84	108	32
289	831	11
580	747	42
815	415	4
747	562	8
189	954	21
721	168	4
297	705	21
870	499	15
750	477	41
276	236	4
271	174	12
37	131	29
943	955	33
473	314	44
253	49	47
29	654	20
639	428	1
342	898	7
405	930	6
671	156	35
795	678	27
689	573	5
513	856	41
872	307	38
547	708	14
911	960	7
336	127	17
90	22	49
170	239	37
286	957	39
592	80	48
236	719	38
400	19	42
521	406	39
603	116	43
419	957	49
733	917	34
66	27	45
454	700	12
773	994	39
295	581	7
514	14	26
797	2	43
369	639	4
739	569	17
76	925	50
763	279	50
451	500	44
918	15	49
110	767	13
28	566	10
374	182	8
613	839	50
374	120	48
380	929	42
150	525	20
193	158	46
254	522	49
914	530	3
475	22	11
417	635	8
969	157	17
241	929	11
239	8	18
171	883	3
